record,code_region,Region,Annee,code_indicateur,Indicateur,code_type_uai,type_administration,code_sexe,Sexe,code_type_pers,type_personnel,etat_donnees,Valeur
5444,73,Midi-Pyrenees,2003,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,37.5
5445,73,Midi-Pyrenees,2004,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,1,Chercheurs,definitif,9.5
5446,73,Midi-Pyrenees,2004,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,42.6
5447,73,Midi-Pyrenees,2005,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,466.83
5448,73,Midi-Pyrenees,2005,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,33.03
5449,73,Midi-Pyrenees,2005,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,2.0
5450,73,Midi-Pyrenees,2005,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,146.8
5451,73,Midi-Pyrenees,2005,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,71.3
5452,73,Midi-Pyrenees,2006,dird,Depense interieure de R&D,2,EPST,,,,,definitif,232.99
5453,73,Midi-Pyrenees,2006,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,37.71
5454,73,Midi-Pyrenees,2006,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,2,Soutien a la recherche,definitif,0.95
5455,73,Midi-Pyrenees,2006,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,143.8
5456,73,Midi-Pyrenees,2006,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,67.3
5457,73,Midi-Pyrenees,2007,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,2,Soutien a la recherche,definitif,19.22
5458,73,Midi-Pyrenees,2007,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,2,Soutien a la recherche,definitif,42.53
5459,73,Midi-Pyrenees,2008,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,301.39
5460,73,Midi-Pyrenees,2008,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,280.8
5461,73,Midi-Pyrenees,2008,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,1229.1
5462,73,Midi-Pyrenees,2008,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,256.66
5463,73,Midi-Pyrenees,2008,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,144.65
5464,73,Midi-Pyrenees,2009,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,1175.28
5465,73,Midi-Pyrenees,2009,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,793.24
5466,73,Midi-Pyrenees,2009,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,914.37
5467,73,Midi-Pyrenees,2009,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,1267.16
5468,73,Midi-Pyrenees,2009,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,246.55
5469,73,Midi-Pyrenees,2009,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,116.65
5470,73,Midi-Pyrenees,2009,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,18.2
5471,73,Midi-Pyrenees,2009,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,3.54
5472,73,Midi-Pyrenees,2010,dird,Depense interieure de R&D,2,EPST,,,,,definitif,288.8
5473,73,Midi-Pyrenees,2010,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,2,Soutien a la recherche,definitif,42.73
5474,73,Midi-Pyrenees,2010,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,1293.0
5475,73,Midi-Pyrenees,2010,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,219.02
5476,73,Midi-Pyrenees,2010,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,240.13
5477,73,Midi-Pyrenees,2010,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,126.28
5478,73,Midi-Pyrenees,2011,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,1,Chercheurs,definitif,220.08
5479,73,Midi-Pyrenees,2011,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,1120.9
5480,73,Midi-Pyrenees,2011,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,939.2
5481,73,Midi-Pyrenees,2011,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,45.07
5482,73,Midi-Pyrenees,2012,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,450.49
5483,73,Midi-Pyrenees,2012,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,35.96
5484,73,Midi-Pyrenees,2012,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,1,Chercheurs,definitif,256.76
5485,73,Midi-Pyrenees,2012,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,2,Soutien a la recherche,definitif,96.53
5486,73,Midi-Pyrenees,2012,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,793.07
5487,73,Midi-Pyrenees,2012,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,470.79
5488,73,Midi-Pyrenees,2013,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,semi-definitif,398.76
5489,73,Midi-Pyrenees,2013,dird,Depense interieure de R&D,2,EPST,,,,,semi-definitif,320.64
5490,73,Midi-Pyrenees,2013,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,semi-definitif,425.18
5491,73,Midi-Pyrenees,2013,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,semi-definitif,769.76
5492,73,Midi-Pyrenees,2013,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,semi-definitif,970.27
5493,73,Midi-Pyrenees,2013,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,semi-definitif,46.57
5494,74,Limousin,2001,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,1.64
5495,74,Limousin,2001,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,410.5
5496,74,Limousin,2001,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,3.8
5497,74,Limousin,2001,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,2.2
5498,74,Limousin,2001,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,0.7
5499,74,Limousin,2001,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,8.2
5500,74,Limousin,2002,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,4.8
5501,1,Guadeloupe,2010,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,10.7
5502,1,Guadeloupe,2010,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,1.0
5503,1,Guadeloupe,2010,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,16.5
5504,1,Guadeloupe,2010,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,13.0
5505,1,Guadeloupe,2010,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,27.73
5506,1,Guadeloupe,2010,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,1.0
5507,1,Guadeloupe,2011,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,10.6
5508,1,Guadeloupe,2011,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,73.71
5509,1,Guadeloupe,2011,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,36.5
5510,1,Guadeloupe,2011,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,25.46
5511,1,Guadeloupe,2013,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,semi-definitif,92.17
5512,1,Guadeloupe,2013,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,semi-definitif,24.26
5513,1,Guadeloupe,2013,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,semi-definitif,1.0
5514,1,Guadeloupe,2013,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,semi-definitif,2.0
5515,2,Martinique,2010,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,1.48
5516,2,Martinique,2010,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,21.17
5517,2,Martinique,2011,dird,Depense interieure de R&D,2,EPST,,,,,definitif,3.01
5518,2,Martinique,2011,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,28.42
5519,2,Martinique,2011,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,19.53
5520,2,Martinique,2012,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,6.72
5521,2,Martinique,2012,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,24.8
5522,2,Martinique,2012,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,7.89
5523,2,Martinique,2012,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,20.62
5524,2,Martinique,2012,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,18.17
5525,2,Martinique,2013,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,semi-definitif,12.96
5526,2,Martinique,2013,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,semi-definitif,7.4
5527,3,Guyane,2010,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,2,Soutien a la recherche,definitif,0.33
5528,3,Guyane,2010,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,8.3
5529,3,Guyane,2011,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,1,Chercheurs,definitif,0.48
5530,3,Guyane,2011,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,51.0
5531,3,Guyane,2011,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,3.0
5532,3,Guyane,2012,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,16.29
5533,3,Guyane,2012,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,5.0
5534,3,Guyane,2013,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,semi-definitif,12.93
5535,4,La Reunion,2010,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,0.0
5536,4,La Reunion,2010,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,11.8
5537,4,La Reunion,2010,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,5.9
5538,4,La Reunion,2011,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,6.42
5539,4,La Reunion,2012,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,19.82
5540,4,La Reunion,2012,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,185.0
5541,4,La Reunion,2013,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,semi-definitif,20.02
5542,6,Mayotte,2010,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,1.0
5543,6,Mayotte,2011,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,2.4
5544,6,Mayotte,2012,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,3.0
5545,6,Mayotte,2013,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,semi-definitif,0.53
5546,6,Mayotte,2013,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,semi-definitif,3.0
5547,7,Regions d'outre-mer,2001,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,255.92
5548,7,Regions d'outre-mer,2001,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,0.47
5549,7,Regions d'outre-mer,2001,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,250.0
5550,7,Regions d'outre-mer,2001,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,367.0
5551,7,Regions d'outre-mer,2001,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,168.46
5552,7,Regions d'outre-mer,2001,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,1.0
5553,7,Regions d'outre-mer,2001,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,1.0
5554,7,Regions d'outre-mer,2002,dird,Depense interieure de R&D,2,EPST,,,,,definitif,40.37
5555,7,Regions d'outre-mer,2002,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,10.0
5556,7,Regions d'outre-mer,2002,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,1.0
5557,7,Regions d'outre-mer,2002,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,2,Soutien a la recherche,definitif,0.35
5558,7,Regions d'outre-mer,2003,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,117.0
5559,7,Regions d'outre-mer,2003,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,5.0
5560,7,Regions d'outre-mer,2003,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,5.0
5561,7,Regions d'outre-mer,2004,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,1.8
5562,7,Regions d'outre-mer,2005,dird,Depense interieure de R&D,2,EPST,,,,,definitif,34.98
5563,7,Regions d'outre-mer,2005,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,0.53
5564,7,Regions d'outre-mer,2005,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,483.49
5565,7,Regions d'outre-mer,2005,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,405.33
5566,7,Regions d'outre-mer,2006,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,165.44
5567,7,Regions d'outre-mer,2006,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,458.4
5568,7,Regions d'outre-mer,2007,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,143.37
5569,7,Regions d'outre-mer,2007,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,475.3
5570,7,Regions d'outre-mer,2007,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,440.54
5571,7,Regions d'outre-mer,2007,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,129.32
5572,7,Regions d'outre-mer,2008,dird,Depense interieure de R&D,2,EPST,,,,,definitif,40.08
5573,7,Regions d'outre-mer,2008,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,0.61
5574,7,Regions d'outre-mer,2008,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,236.3
5575,7,Regions d'outre-mer,2008,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,132.66
5576,7,Regions d'outre-mer,2008,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,167.74
5577,7,Regions d'outre-mer,2008,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,2.0
5578,7,Regions d'outre-mer,2008,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,8.53
5579,7,Regions d'outre-mer,2008,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,3.37
5580,7,Regions d'outre-mer,2009,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,84.5
5581,7,Regions d'outre-mer,2009,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,0.0
5582,7,Regions d'outre-mer,2010,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,160.88
5583,7,Regions d'outre-mer,2010,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,2,Soutien a la recherche,definitif,0.33
5584,7,Regions d'outre-mer,2010,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,204.4
5585,7,Regions d'outre-mer,2010,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,185.53
5586,7,Regions d'outre-mer,2010,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,5.0
5587,7,Regions d'outre-mer,2011,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,0.55
5588,7,Regions d'outre-mer,2011,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,1,Chercheurs,definitif,0.6
5589,7,Regions d'outre-mer,2012,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,2,Soutien a la recherche,definitif,0.5
5590,7,Regions d'outre-mer,2012,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,7.96
5591,7,Regions d'outre-mer,2013,dird,Depense interieure de R&D,4,Autres administrations,,,,,semi-definitif,0.71
5592,7,Regions d'outre-mer,2013,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,semi-definitif,589.37
5593,7,Regions d'outre-mer,2013,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,semi-definitif,97.38
5594,11,Île-de-France,2001,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,5966.7
5595,11,Île-de-France,2001,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,2,Soutien a la recherche,definitif,32.5
5596,11,Île-de-France,2001,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,596.32
5597,11,Île-de-France,2001,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,576.3
5598,11,Île-de-France,2001,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,749.3
5599,11,Île-de-France,2002,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,1455.04
5600,11,Île-de-France,2002,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,2,Soutien a la recherche,definitif,101.2
5601,91,Languedoc-Roussillon,2013,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,semi-definitif,480.51
5602,93,Provence-Alpes-Côte d'Azur,2001,dird,Depense interieure de R&D,2,EPST,,,,,definitif,240.3
5603,93,Provence-Alpes-Côte d'Azur,2001,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,2.2
5604,93,Provence-Alpes-Côte d'Azur,2002,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,1334.2
5605,93,Provence-Alpes-Côte d'Azur,2002,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,609.5
5606,93,Provence-Alpes-Côte d'Azur,2002,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,372.62
5607,93,Provence-Alpes-Côte d'Azur,2002,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,83.3
5608,93,Provence-Alpes-Côte d'Azur,2002,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,120.26
5609,93,Provence-Alpes-Côte d'Azur,2002,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,2,Soutien a la recherche,definitif,37.87
5610,93,Provence-Alpes-Côte d'Azur,2003,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,324.52
5611,93,Provence-Alpes-Côte d'Azur,2003,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,1,Chercheurs,definitif,14.7
5612,93,Provence-Alpes-Côte d'Azur,2003,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,1130.26
5613,93,Provence-Alpes-Côte d'Azur,2003,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,3.0
5614,93,Provence-Alpes-Côte d'Azur,2003,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,2,Soutien a la recherche,definitif,1.5
5615,93,Provence-Alpes-Côte d'Azur,2003,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,2,Soutien a la recherche,definitif,34.88
5616,93,Provence-Alpes-Côte d'Azur,2004,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,291.98
5617,93,Provence-Alpes-Côte d'Azur,2004,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,1,Chercheurs,definitif,35.9
5618,93,Provence-Alpes-Côte d'Azur,2004,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,887.27
5619,93,Provence-Alpes-Côte d'Azur,2004,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,1164.98
5620,93,Provence-Alpes-Côte d'Azur,2004,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,119.11
5621,93,Provence-Alpes-Côte d'Azur,2005,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,16.01
5622,93,Provence-Alpes-Côte d'Azur,2005,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,1,Chercheurs,definitif,73.96
5623,93,Provence-Alpes-Côte d'Azur,2005,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,1742.34
5624,93,Provence-Alpes-Côte d'Azur,2005,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,875.45
5625,93,Provence-Alpes-Côte d'Azur,2005,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,793.67
5626,93,Provence-Alpes-Côte d'Azur,2005,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,1188.57
5627,93,Provence-Alpes-Côte d'Azur,2006,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,1355.82
5628,93,Provence-Alpes-Côte d'Azur,2006,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,1812.76
5629,93,Provence-Alpes-Côte d'Azur,2006,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,1114.85
5630,93,Provence-Alpes-Côte d'Azur,2006,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,375.33
